Nivea Soares; Eu me prosto.web; 2019; 11
Jesus Culture; Freedom.web; 2019; 12
Reyer Remix; Ousado Amor REMIX.web; 2019; 12
Gabriela Rocha; Diz; 2019; 12
Diante do Trono; Seja pra mim.web; 2019; 12
Planetboom; Kamsahamnida.web; 2019; 12
Jesus Culture; Holy.web; 2019; 12
Ademar Campos; Nosso General.web; 2019; 12
Central 3; Cumprirás.web; 2022; 04
Nívea Soares; Eu vou construir.web; 2022; 04
Morada; Ao único.web; 2022; 04
Morada; A Alegria; 2022; 04
Isaias Saad; Nívea Soares; 2022; 04
Theo Rubia; Pode morar aqui.web; 2022; 04
Newsboys; It Is You.web; 2022; 04
Gabriela Rocha; O hino da vitória.web; 2022; 08
Klebson Kollins; Impressionante.web; 2022; 08
Ipalpha; Teu Povo.web; 2022; 08
Klebson Kollins; Vem neste Lugar.web; 2022; 08
Bethel Music; All Hail King Jesus [Exalte ao rei Jesus].web; 2022; 08
Planetshakers; No. 1 Sound.web; 2022; 12
Lagoinha One - Portas Abertas.web; undefined; 2022; 12
Julliany Souza; Me Derramar.web; 2022; 12
Israel Salazar; Tu És o Rei.web; 2022; 12
Barak; Vem Espirito.web; 2022; 12
Nívea Soares; És o Meu Amado.web; 2022; 02
Kingdom Sound Collective, Julia Vitoria; Levantem Seus Olhos.web; 2022; 02
Lagoinha Worship; Vencedor.web; 2022; 02
Coletivo Adoração; Maranata.web; 2022; 02
Gabriela Rocha, Kim Walker-Smith – Seu Nome É Amor.web; undefined; 2022; 02
Central de Adoradores; Nada nem Ninguém.web; 2022; 01
Aline Barros; Jeová Jireh.web; 2022; 01
Paulo Cesar Baruk; Majestoso.web; 2022; 01
Theo Rubia; Um Milhão de anos.web; 2022; 01
Tauren Wells; Famous for(I believe).web; 2022; 01
Bethel Music; Champion (1).web; 2022; 07
Guilherme Baptista; Ressurreição.web; 2022; 07
Diante do Trono; Quão Grande és Tu.web; 2022; 07
Heloisa Rosa; Celebrar Vitória.web; 2022; 07
Bethel Music; Champion.web; 2022; 07
Altomonte; Pai das Luzes.web; 2022; 07
Nívea Soares; Vem.web; 2022; 07
Hillsong Young and Free; Phenomena.web; 2022; 07
Morada; EU QUERO É DEUS _ CELEBRAI A CRISTO _ AQUELE QUE ESTÁ FELIZ.web; 2022; 07
Nivea Soares; Tu Es Bom.web; 2022; 06
Community Music; Make Room LIVE.web; 2022; 06
Elevation Worship; LION.web; 2022; 06
Diante do Trono; Meu Redentor Vive.web; 2022; 06
Morada; Tu és Soberano.web; 2022; 06
Coletivo Adoração; Se eu Me Humilhar.web; 2022; 06
Gabi Sampaio e Nivea; Teu Toque.web; 2022; 06
Maverick City Music; Promises.web; 2022; 05
PC Baruk; Perdoado.web; 2022; 05
Gabi Sampaio; Basta Uma Palavra.web; 2022; 05
Phil Wickham; Hymn Of Heaven.web; 2022; 05
Aline Barros; Sol da Justiça.web; 2022; 03
CeCe Winans; Believe For It.web; 2022; 03
Fhop; Batendo à Porta.web; 2022; 03
Morada; Medley Leao De Judá.web; 2022; 03
Nívea Soares; Eu So Quero Te Amar-Este e o Som da Tua Noiva.web; 2022; 03
Paulo Baruk; Te Agradeço.web; 2022; 03
Jesus Culture; Forevermore.web; 2022; 11
CeCe Winans; Goodness Of God.web; 2022; 11
Michael W. Smith; Awesome God.web; 2022; 11
Gabriela Rocha; Eu Creio.web; 2022; 11
Theo Rubia; Coisas Novas.web; 2022; 11
Gabriela Gomes; Dia e Noite.web; 2022; 10
Elevation Worship; O Mesmo Deus.web; 2022; 10
Theo Rubia; Quero Mais.web; 2022; 10
Planetshakers; All Around.web; 2022; 10
Theo Rubia; Alegria do Senhor.web; 2022; 10
Kari Jobe; Obsession.web; 2022; 10
Morada; Corpo e Família.web; 2022; 09
Christine D'Clario; Como Prometeste.web; 2022; 09
Gabriela Gomes; O Bom Pastor.web; 2022; 09
Gabi Sampaio; Na terra como no Céu.web; 2022; 09
Dunamis; Minha Oração.web; 2022; 09
Nívea Soares e Isaías Saad; Só Existe um Lugar.web; 2023; 01
FHOP; Colossenses e suas linhas de amor.web; 2023; 01
Hillsong ; A Paixão.web; 2023; 01
Central MSC; Veja (Canta Minh’alma) + Grandioso És Tu (Ao Vivo).web; 2023; 01
Gabi Sampaio; Grande Rei.web; 2023; 01
Eli Soares; Sou um milagre.web; 2023; 02
Gabriela Rocha; Me Atraiu.web; 2023; 02
Oasis Ministry; Yahweh Se Manifestara.web; 2023; 02
Eli Soares; Vem Com Josué Lutar Em Jericó.web; 2023; 02
Central MSC; Quebrantado _ Não Vejo Jesus.web; 2023; 02
Ea sound; Batiza com teu fogo.web; 2023; 02
Gabi Sampaio; Bom Perfume.web; 2023; 02
Gabriel Guedes; Não Há nome Maior.web; 2023; 02
Eli Soares; Não Há Barreiras.web; 2023; 03
Morada; Tudo é teu_nova criatura_rede ao mar.web; 2023; 03
Gabriela Rocha; Meu Respirar.web; 2023; 03
Nívea Soares; Eu me alegrarei.web; 2023; 03
Julia Vitória & Revere; Risen Savior.web; 2023; 03
Elevation Worship; My Testimony.web; 2023; 03
Fernandinho; Moisés.web; 2023; 04
Rhay Campos; Até te encontrar.web; 2023; 04
Felipe Rodrigues; Além do Impossível.web; 2023; 04
Fernandinho; Os que confiam.web; 2023; 04
Eli Soares; Deus Cuida de mim.web; 2023; 04
Bethel Music; Holy Forever.web; 2023; 04
Nívea Soares; Maravilhado.web; 2023; 04
Fernandinho; Um dia em tua presença.web; 2023; 04
Hillsong; O Praise the Name-C.url; 2016; 08
Chris Tomlin; Jesus Son of God Burning Lights Jesus filho de Deus B.zip; 2000; 01
FHOP; Digno de Tudo-Infindavel-D-69.00bpm.zip; 2000; 01
Gabriela Rocha; A Ele a Glória + Porque ele Vive; 2000; 01
Isaias Saad; Nívea Soares Ruja o Leão + Que Se Abram os Céus.zip; 2000; 01
